Ticker
AAL
AAPL
ADBE
ADI
ADP
ADSK
AKAM
ALGN
ALXN
AMAT
AMGN
AMZN
ATVI
AVGO
BIDU
BIIB
BKNG
BMRN
CA
CELG
CERN
CHKP
CHTR
CMCSA
COST
CSCO
CSX
CTAS
CTSH
CTXS
DISCA
DISCK
DISH
DLTR
EA
EBAY
ESRX
EXPE
FAST
FI
GILD
GOOG
GOOGL
HAS
HOLX
HSIC
IDXX
ILMN
INCY
INTC
INTU
ISRG
JBHT
JD
KDP
KHC
KLAC
LBTYA
LRCX
MAR
MCHP
MDLZ
MELI
META
MNST
MSFT
MU
MXIM
MYL
NCLH
NFLX
NLOK
NVDA
ORLY
PAYX
PCAR
PDD
PTON
PYPL
QCOM
QRTEA
REGN
ROST
SBUX
SHPG
SIRI
STX
SWKS
TCFCA
TCFCB
TCOM
TEAM
TMUS
TSCO
TSLA
TXN
VIAB
VOD
VRSK
VRTX
WBA
WTW
WYNN
XLNX
XRAY
