Ticker
AAL
AAPL
ADBE
ADI
ADP
ADSK
AKAM
ALXN
AMAT
AMGN
AMZN
ATVI
BIDU
BIIB
BKNG
BMRN
BRCM
CA
CELG
CERN
CHKP
CHTR
CMCSA
COST
CSCO
CTAS
CTSH
CTXS
DISCA
DISCK
DISH
DLTR
EA
EBAY
ESRX
EXPE
FAST
FI
GILD
GOOG
GOOGL
HAS
HOLX
HSIC
IDXX
ILMN
INCY
INTC
INTU
ISRG
JBHT
JD
KDP
KHC
KLAC
LBTYA
LRCX
MAR
MAT
MCHP
MDLZ
MELI
META
MNST
MSFT
MU
MXIM
MYL
NCLH
NFLX
NLOK
NVDA
ORLY
PAYX
PCAR
PDD
PTON
PYPL
QCOM
QRTEA
REGN
ROST
SBUX
SHPG
SIRI
SNDK
STX
SWKS
TCFCA
TCFCB
TCOM
TEAM
TMUS
TSCO
TSLA
TXN
VIAB
VOD
VRSK
VRTX
WBA
WTW
WYNN
XLNX
XRAY
