Ticker
AAL
AAPL
ADBE
ADI
ADP
ADSK
AKAM
ALXN
AMAT
AMGN
AMZN
ATVI
BIDU
BIIB
BKNG
BMRN
BRCM
CA
CELG
CERN
CHKP
CHRW
CHTR
CMCSA
COST
CSCO
CTAS
CTSH
CTXS
DISCA
DISCK
DISH
DLTR
EA
EBAY
ESRX
EXPD
FAST
FI
GILD
GMCR
GOOG
GOOGL
GRMN
HAS
HOLX
HSIC
IDXX
ILMN
INCY
INTC
INTU
ISRG
JBHT
JD
KDP
KHC
KLAC
LBTYA
LRCX
MAR
MAT
MCHP
MDLZ
MELI
META
MNST
MSFT
MU
MYL
NFLX
NLOK
NVDA
ORLY
PAYX
PCAR
PDD
PTON
PYPL
QCOM
QRTEA
REGN
ROST
SBUX
SHPG
SIRI
SNDK
SPLS
STX
SWKS
TCFCA
TCFCB
TCOM
TEAM
TSCO
TSLA
TXN
VIAB
VIP
VOD
VRSK
VRTX
WBA
WTW
WYNN
XLNX
XRAY
